"","age","job","marital","education","taxLien","mortgage","taxbill_in_phl","contact","month","day_of_week","campaign","pdays","previous","poutcome","unemploy_rate","cons.price.idx","cons.conf.idx","inflation_rate","spent_on_repairs","y","y_numeric"
"1037",36,"blue-collar","married","high.school","unknown","no","yes","telephone","may","wed",4,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0
"1038",43,"blue-collar","single","professional.course","no","no","yes","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no",0
"1039",48,"entrepreneur","married","basic.9y","unknown","yes","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"1040",31,"services","married","high.school","no","unknown","no","cellular","may","thu",2,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no",0
"1041",21,"services","single","high.school","no","yes","no","cellular","apr","thu",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.435,5099.1,"no",0
"1042",56,"services","married","high.school","unknown","no","yes","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no",0
"1043",54,"management","married","basic.6y","no","no","yes","telephone","jun","wed",3,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no",0
"1044",44,"services","married","high.school","unknown","no","yes","cellular","nov","tue",2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no",0
"1045",31,"unemployed","married","university.degree","no","no","yes","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",0
"1046",50,"admin.","married","university.degree","no","no","yes","cellular","aug","tue",2,999,1,"failure",-2.9,92.201,-31.4,0.859,5076.2,"yes",1
"1047",48,"admin.","married","university.degree","no","yes","no","cellular","aug","wed",1,0,3,"success",-1.7,94.027,-38.3,0.9,4991.6,"yes",1
"1048",26,"self-employed","single","university.degree","no","yes","yes","cellular","jun","wed",2,999,0,"nonexistent",-2.9,92.963,-40.8,1.244,5076.2,"no",0
"1049",37,"services","single","basic.9y","no","yes","yes","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no",0
"1050",37,"unemployed","unknown","university.degree","no","no","yes","cellular","jun","tue",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,"no",0
"1051",50,"services","married","unknown","unknown","no","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"1052",47,"admin.","married","university.degree","no","yes","yes","cellular","aug","tue",5,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no",0
"1053",41,"blue-collar","single","basic.9y","no","no","yes","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no",0
"1054",32,"blue-collar","single","basic.9y","no","yes","yes","telephone","jun","mon",17,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no",0
"1055",38,"services","married","basic.9y","no","no","no","telephone","jun","fri",2,999,0,"nonexistent",-2.9,92.963,-40.8,1.224,5076.2,"no",0
"1056",48,"technician","married","professional.course","no","no","yes","cellular","jul","tue",1,999,1,"failure",-1.7,94.215,-40.3,0.876,4991.6,"no",0
"1057",46,"blue-collar","married","basic.4y","unknown","yes","yes","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"1058",48,"self-employed","married","basic.9y","unknown","yes","yes","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"1059",38,"unknown","divorced","high.school","unknown","yes","yes","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"1060",38,"admin.","married","university.degree","no","yes","yes","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no",0
"1061",55,"retired","married","basic.4y","unknown","no","no","cellular","jul","tue",4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",0
"1062",27,"admin.","married","high.school","no","yes","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",0
"1063",28,"services","married","high.school","no","yes","yes","cellular","nov","wed",3,999,2,"failure",-1.1,94.767,-50.8,1.048,4963.6,"no",0
"1064",29,"blue-collar","single","basic.9y","no","no","yes","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no",0
"1065",47,"services","divorced","basic.4y","no","no","yes","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",0
"1066",34,"student","single","basic.4y","unknown","yes","yes","telephone","may","thu",3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no",0
"1067",51,"services","divorced","high.school","unknown","no","yes","cellular","may","tue",2,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,"no",0
"1068",40,"admin.","divorced","university.degree","no","yes","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no",0
"1069",38,"admin.","married","high.school","no","yes","yes","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",0
"1070",42,"blue-collar","married","basic.4y","no","no","yes","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",0
"1071",30,"unemployed","single","university.degree","no","yes","no","cellular","jul","wed",3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",0
"1072",36,"services","married","high.school","unknown","no","yes","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"1073",33,"admin.","single","high.school","no","no","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no",0
"1074",47,"management","married","university.degree","no","no","yes","cellular","apr","mon",3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",0
"1075",33,"admin.","married","university.degree","no","yes","yes","cellular","sep","thu",2,999,0,"nonexistent",-1.1,94.199,-37.5,0.878,4963.6,"yes",1
"1076",30,"services","single","basic.9y","no","yes","yes","cellular","jul","wed",3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",0
"1077",54,"admin.","married","high.school","no","no","yes","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0
"1078",47,"admin.","married","basic.9y","no","no","yes","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",0
"1079",32,"technician","single","university.degree","no","yes","yes","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no",0
"1080",32,"blue-collar","married","basic.9y","no","yes","yes","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no",0
"1081",38,"self-employed","married","basic.9y","no","yes","yes","telephone","may","wed",1,999,2,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no",0
"1082",38,"technician","single","high.school","no","no","yes","cellular","aug","wed",2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no",0
"1083",38,"unknown","married","unknown","no","yes","yes","cellular","aug","thu",10,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no",0
"1084",53,"blue-collar","married","high.school","no","yes","yes","cellular","jul","tue",7,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",0
"1085",26,"unemployed","single","basic.9y","no","yes","yes","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"1086",27,"blue-collar","married","basic.9y","no","unknown","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"1087",38,"admin.","single","university.degree","no","no","yes","cellular","jun","tue",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.099,5076.2,"no",0
"1088",41,"services","married","high.school","unknown","yes","yes","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"yes",1
"1089",39,"self-employed","divorced","high.school","no","no","yes","cellular","sep","tue",1,3,1,"success",-3.4,92.379,-29.8,0.788,5017.5,"yes",1
"1090",48,"admin.","divorced","high.school","no","no","yes","telephone","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no",0
"1091",32,"blue-collar","married","basic.6y","no","yes","yes","telephone","jun","fri",6,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no",0
"1092",35,"blue-collar","married","basic.6y","no","no","yes","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"1093",51,"blue-collar","married","basic.9y","unknown","yes","yes","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no",0
"1094",35,"admin.","single","university.degree","no","yes","yes","cellular","may","mon",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",0
"1095",60,"blue-collar","married","basic.4y","unknown","yes","yes","cellular","apr","mon",4,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",0
"1096",28,"admin.","single","university.degree","no","no","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",0
"1097",52,"management","married","high.school","no","yes","no","cellular","aug","tue",1,10,4,"failure",-2.9,92.201,-31.4,0.883,5076.2,"yes",1
"1098",35,"blue-collar","married","basic.9y","no","no","yes","telephone","jun","tue",2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no",0
"1099",27,"admin.","single","university.degree","no","no","yes","cellular","may","tue",1,3,1,"success",-1.8,92.893,-46.2,1.266,5099.1,"no",0
"1100",34,"technician","married","high.school","no","no","yes","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",0
"1101",36,"blue-collar","married","basic.4y","no","no","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no",0
"1102",28,"blue-collar","married","basic.9y","unknown","no","yes","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no",0
"1103",32,"admin.","married","university.degree","no","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"1104",49,"blue-collar","divorced","basic.6y","unknown","no","yes","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",1
"1105",55,"admin.","married","basic.9y","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",0
"1106",50,"technician","married","high.school","no","yes","yes","cellular","dec","mon",1,999,1,"failure",-3,92.713,-33,0.717,5023.5,"yes",1
"1107",37,"admin.","single","university.degree","no","no","yes","cellular","may","wed",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no",0
"1108",35,"blue-collar","divorced","basic.9y","no","unknown","no","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no",0
"1109",58,"unknown","married","basic.9y","no","yes","yes","cellular","dec","thu",1,999,1,"failure",-3,92.713,-33,0.72,5023.5,"yes",1
"1110",32,"entrepreneur","married","university.degree","no","no","yes","cellular","aug","mon",5,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no",0
"1111",35,"retired","single","basic.9y","unknown","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"1112",35,"technician","single","professional.course","no","yes","yes","cellular","may","mon",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no",0
"1113",26,"admin.","single","high.school","unknown","no","yes","cellular","may","thu",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no",0
"1114",47,"blue-collar","married","professional.course","no","yes","yes","cellular","apr","tue",4,999,1,"failure",-1.8,93.075,-47.1,1.423,5099.1,"no",0
"1115",29,"blue-collar","single","basic.9y","no","no","yes","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no",0
"1116",37,"entrepreneur","single","basic.9y","no","yes","yes","cellular","may","tue",1,2,1,"success",-1.8,92.893,-46.2,1.266,5099.1,"no",0
"1117",32,"technician","single","high.school","no","no","yes","telephone","jul","wed",11,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",0
"1118",46,"services","married","high.school","no","yes","yes","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no",0
"1119",36,"services","married","high.school","no","no","no","telephone","may","wed",5,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no",0
"1120",35,"admin.","married","university.degree","no","no","yes","cellular","jun","thu",4,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"yes",1
"1121",31,"self-employed","married","university.degree","no","yes","yes","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",0
"1122",29,"admin.","single","university.degree","no","no","yes","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"yes",1
"1123",46,"housemaid","married","basic.4y","unknown","no","yes","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",0
"1124",85,"housemaid","divorced","basic.4y","unknown","yes","yes","telephone","oct","fri",2,999,0,"nonexistent",-3.4,92.431,-26.9,0.739,5017.5,"no",0
"1125",29,"technician","single","basic.9y","no","no","yes","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no",0
"1126",31,"management","single","university.degree","no","yes","yes","cellular","may","thu",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no",0
"1127",34,"blue-collar","married","basic.4y","no","yes","yes","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no",0
"1128",29,"technician","single","professional.course","no","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",0
"1129",46,"admin.","single","university.degree","no","yes","no","cellular","jul","tue",7,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",0
"1130",29,"blue-collar","divorced","high.school","no","no","yes","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"yes",1
"1131",54,"blue-collar","single","basic.4y","no","no","yes","telephone","may","thu",3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no",0
"1132",26,"management","single","university.degree","no","yes","yes","cellular","nov","mon",5,999,0,"nonexistent",-1.1,94.767,-50.8,1.039,4963.6,"no",0
"1133",27,"admin.","married","professional.course","no","yes","yes","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no",0
"1134",57,"management","married","basic.4y","unknown","yes","yes","cellular","may","fri",5,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no",0
"1135",32,"technician","single","university.degree","no","yes","yes","cellular","aug","wed",5,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no",0
"1136",35,"services","married","high.school","no","yes","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"1137",32,"blue-collar","single","high.school","no","unknown","no","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no",0
"1138",59,"retired","married","basic.9y","no","no","yes","cellular","jul","mon",4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",0
"1139",29,"blue-collar","married","basic.9y","no","yes","yes","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no",0
"1140",37,"admin.","married","high.school","no","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no",0
"1141",40,"admin.","married","high.school","unknown","no","yes","telephone","jun","tue",5,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no",0
"1142",55,"admin.","married","professional.course","no","yes","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no",0
"1143",33,"housemaid","single","university.degree","unknown","yes","yes","cellular","aug","wed",3,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no",0
"1144",36,"admin.","single","high.school","no","no","yes","cellular","apr","fri",3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",0
"1145",59,"admin.","married","high.school","no","no","yes","telephone","jun","mon",4,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no",0
"1146",34,"blue-collar","single","basic.9y","no","no","yes","cellular","may","thu",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no",0
"1147",30,"self-employed","married","professional.course","no","no","yes","cellular","may","tue",2,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no",0
"1148",29,"admin.","married","high.school","no","no","yes","cellular","jul","thu",7,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no",0
"1149",34,"blue-collar","single","basic.9y","no","no","yes","cellular","may","mon",2,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",0
"1150",47,"blue-collar","single","basic.4y","unknown","yes","yes","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"1151",41,"entrepreneur","married","basic.4y","no","yes","yes","telephone","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.959,5228.1,"no",0
"1152",30,"admin.","single","university.degree","no","yes","yes","cellular","jun","wed",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"no",0
"1153",33,"admin.","married","high.school","unknown","yes","yes","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",0
"1154",33,"unemployed","single","unknown","no","no","yes","cellular","jul","tue",6,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",0
"1155",33,"services","married","high.school","no","unknown","no","cellular","may","fri",1,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no",0
"1156",59,"retired","married","basic.4y","no","yes","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no",0
"1157",29,"services","married","basic.9y","no","yes","yes","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"1158",36,"admin.","married","high.school","no","no","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"1159",41,"admin.","single","unknown","unknown","yes","yes","cellular","apr","fri",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",0
"1160",55,"technician","married","basic.9y","unknown","no","yes","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",0
"1161",39,"entrepreneur","married","professional.course","no","yes","yes","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",0
"1162",48,"services","married","basic.6y","no","no","yes","cellular","jul","wed",6,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",0
"1163",56,"admin.","married","university.degree","no","yes","yes","cellular","jul","fri",5,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no",0
"1164",63,"technician","married","unknown","no","yes","yes","cellular","aug","tue",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.838,5076.2,"no",0
"1165",50,"self-employed","married","basic.9y","unknown","no","yes","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no",0
"1166",42,"blue-collar","married","basic.6y","unknown","yes","yes","telephone","may","mon",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"1167",43,"unemployed","married","university.degree","unknown","no","yes","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",0
"1168",32,"admin.","married","university.degree","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",0
"1169",28,"blue-collar","single","basic.9y","no","no","yes","cellular","apr","mon",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.392,5099.1,"no",0
"1170",26,"blue-collar","married","professional.course","no","yes","yes","cellular","may","thu",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no",0
"1171",24,"admin.","single","high.school","unknown","yes","yes","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no",0
"1172",38,"blue-collar","divorced","unknown","no","no","yes","telephone","jun","fri",1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no",0
"1173",30,"services","married","high.school","unknown","yes","yes","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",0
"1174",29,"blue-collar","single","basic.4y","no","yes","yes","cellular","may","fri",9,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no",0
"1175",56,"management","married","university.degree","no","no","yes","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",0
"1176",36,"blue-collar","single","basic.9y","no","yes","no","telephone","jun","thu",3,999,0,"nonexistent",1.4,94.465,-41.8,4.955,5228.1,"yes",1
"1177",33,"admin.","married","high.school","unknown","yes","yes","cellular","jul","tue",4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",0
"1178",47,"services","married","unknown","no","no","yes","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"1179",50,"housemaid","married","basic.4y","unknown","no","yes","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"1180",41,"services","married","basic.9y","no","no","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"1181",54,"entrepreneur","divorced","unknown","no","no","no","cellular","apr","thu",2,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no",0
"1182",32,"blue-collar","married","basic.9y","no","unknown","no","telephone","apr","fri",3,999,0,"nonexistent",-1.8,93.075,-47.1,1.479,5099.1,"no",0
"1183",38,"admin.","single","university.degree","no","no","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"1184",34,"management","single","high.school","no","yes","no","cellular","nov","wed",2,6,1,"success",-0.1,93.2,-42,4.12,5195.8,"no",0
"1185",34,"blue-collar","married","basic.9y","no","no","yes","cellular","may","tue",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",0
"1186",55,"admin.","married","unknown","no","yes","no","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",0
"1187",31,"self-employed","married","university.degree","no","no","yes","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no",0
"1188",43,"technician","married","professional.course","no","yes","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"1189",59,"unemployed","married","basic.4y","unknown","yes","yes","cellular","jul","thu",9,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",1
"1190",53,"technician","married","university.degree","no","unknown","no","cellular","apr","thu",2,999,2,"failure",-1.8,93.749,-34.6,0.64,5008.7,"yes",1
"1191",56,"unemployed","married","professional.course","no","no","yes","cellular","sep","fri",1,999,2,"failure",-3.4,92.379,-29.8,0.762,5017.5,"no",0
"1192",32,"entrepreneur","married","basic.9y","unknown","yes","yes","telephone","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",0
"1193",36,"blue-collar","married","basic.9y","unknown","yes","yes","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no",0
"1194",42,"blue-collar","married","basic.9y","no","no","yes","telephone","may","wed",5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"1195",29,"admin.","married","university.degree","no","yes","yes","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no",0
"1196",33,"services","married","high.school","unknown","no","yes","cellular","nov","thu",6,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",0
"1197",56,"technician","married","unknown","no","no","yes","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no",0
"1198",31,"entrepreneur","divorced","high.school","no","yes","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"1199",34,"management","married","high.school","no","yes","yes","cellular","nov","wed",3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no",0
"1200",33,"blue-collar","married","basic.4y","no","yes","yes","telephone","jun","fri",7,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no",0
"1201",23,"housemaid","single","basic.4y","no","no","no","cellular","may","thu",6,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no",0
"1202",26,"services","single","high.school","unknown","yes","no","telephone","jul","fri",3,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no",0
"1203",55,"management","married","university.degree","no","no","yes","cellular","aug","mon",6,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no",0
"1204",47,"services","divorced","basic.4y","no","yes","yes","telephone","jun","fri",6,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no",0
"1205",36,"blue-collar","married","professional.course","unknown","yes","yes","telephone","jun","fri",5,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no",0
"1206",33,"blue-collar","married","basic.6y","unknown","yes","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no",0
"1207",60,"retired","married","basic.4y","unknown","yes","yes","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"1208",49,"entrepreneur","married","university.degree","no","yes","yes","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no",0
"1209",35,"admin.","married","high.school","unknown","unknown","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no",0
"1210",47,"admin.","divorced","high.school","no","no","yes","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no",0
"1211",30,"blue-collar","single","basic.9y","no","no","yes","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"1212",27,"blue-collar","single","basic.9y","no","no","no","telephone","jun","thu",2,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no",0
"1213",36,"admin.","single","high.school","no","no","yes","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",0
"1214",46,"services","divorced","high.school","no","no","yes","cellular","may","mon",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",0
"1215",30,"entrepreneur","divorced","basic.6y","no","no","no","cellular","may","thu",1,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no",0
"1216",88,"retired","divorced","basic.4y","no","yes","no","cellular","mar","wed",2,999,0,"nonexistent",-1.8,92.843,-50,1.663,5099.1,"no",0
"1217",45,"services","divorced","high.school","unknown","no","yes","telephone","may","mon",12,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"1218",30,"admin.","married","university.degree","no","yes","no","cellular","apr","thu",6,999,0,"nonexistent",-1.8,93.075,-47.1,1.483,5099.1,"no",0
"1219",43,"technician","single","basic.9y","no","yes","yes","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no",0
"1220",48,"retired","married","basic.4y","unknown","yes","no","telephone","jul","mon",17,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",0
